user_id,gym_id,checkin_time,checkout_time,workout_type,calories_burned,duration_minutes,session_date,session_month,session_weekday,session_hour,valid_duration,calories_per_minute,age,age_group,gender,user_location,subscription_plan,sign_up_date,location,gym_type,facilities,price_per_month
user_3091,gym_7,2023-06-25 18:42:00,2023-06-25 19:42:00,Yoga,1872,60.0,2023-06-25,2023-06,Sunday,18,True,31.2,25,25-34,Male,Denver,Student,2023-03-03,San Antonio,Premium,"Sauna, Basketball Court, Swimming Pool",9.99
user_402,gym_8,2023-09-02 20:02:00,2023-09-02 22:05:00,Cardio,341,123.0,2023-09-02,2023-09,Saturday,20,True,2.772357723577236,42,35-44,Female,Orlando,Pro,2021-10-05,San Diego,Standard,"Basketball Court, Sauna, CrossFit",49.99
user_188,gym_7,2023-07-13 10:07:00,2023-07-13 11:45:00,Pilates,434,98.0,2023-07-13,2023-07,Thursday,10,True,4.428571428571429,44,35-44,Female,Seattle,Basic,2021-01-26,San Antonio,Premium,"Sauna, Basketball Court, Swimming Pool",19.99
user_3985,gym_2,2023-03-25 08:54:00,2023-03-25 09:36:00,Swimming,764,42.0,2023-03-25,2023-03,Saturday,8,True,18.19047619047619,26,25-34,Female,Miami,Student,2021-03-09,Los Angeles,Budget,"Climbing Wall, Yoga Classes, Sauna",9.99
user_139,gym_3,2023-03-10 20:58:00,2023-03-10 22:29:00,Yoga,846,91.0,2023-03-10,2023-03,Friday,20,True,9.296703296703297,56,55-64,Female,Detroit,Basic,2021-09-16,Chicago,Budget,"Sauna, Climbing Wall, Swimming Pool",19.99
user_143,gym_5,2023-04-01 10:16:00,2023-04-01 10:54:00,Cardio,915,38.0,2023-04-01,2023-04,Saturday,10,True,24.07894736842105,32,25-34,Female,Las Vegas,Student,2021-04-05,Phoenix,Standard,"Basketball Court, CrossFit, Swimming Pool",9.99
user_4204,gym_6,2023-09-30 12:03:00,2023-09-30 12:42:00,CrossFit,1594,39.0,2023-09-30,2023-09,Saturday,12,True,40.87179487179487,62,55-64,Non-binary,Miami,Basic,2021-11-12,Philadelphia,Budget,"Swimming Pool, Climbing Wall, Sauna",19.99
user_221,gym_6,2023-06-12 09:59:00,2023-06-12 11:09:00,Swimming,1873,70.0,2023-06-12,2023-06,Monday,9,True,26.757142857142856,21,18-24,Female,Boston,Basic,2023-07-05,Philadelphia,Budget,"Swimming Pool, Climbing Wall, Sauna",19.99
user_4241,gym_8,2023-03-06 16:03:00,2023-03-06 16:38:00,Cardio,351,35.0,2023-03-06,2023-03,Monday,16,True,10.028571428571428,52,45-54,Female,Orlando,Student,2023-05-10,San Diego,Standard,"Basketball Court, Sauna, CrossFit",9.99
user_4606,gym_8,2023-08-15 19:30:00,2023-08-15 21:32:00,Swimming,1860,122.0,2023-08-15,2023-08,Tuesday,19,True,15.245901639344263,26,25-34,Male,Seattle,Student,2021-12-06,San Diego,Standard,"Basketball Court, Sauna, CrossFit",9.99
user_2424,gym_1,2023-10-11 15:24:00,2023-10-11 16:49:00,Pilates,619,85.0,2023-10-11,2023-10,Wednesday,15,True,7.2823529411764705,19,18-24,Female,Las Vegas,Student,2023-02-13,New York,Premium,"Climbing Wall, Swimming Pool, Basketball Court",9.99
user_4101,gym_8,2023-04-15 15:23:00,2023-04-15 16:31:00,Cardio,559,68.0,2023-04-15,2023-04,Saturday,15,True,8.220588235294118,35,35-44,Male,Miami,Student,2021-07-23,San Diego,Standard,"Basketball Court, Sauna, CrossFit",9.99
user_4029,gym_10,2023-04-08 18:34:00,2023-04-08 20:58:00,Yoga,1232,144.0,2023-04-08,2023-04,Saturday,18,True,8.555555555555555,27,25-34,Male,Atlanta,Student,2023-08-05,San Jose,Premium,"Swimming Pool, Sauna, CrossFit",9.99
user_388,gym_10,2023-09-04 11:54:00,2023-09-04 13:17:00,Pilates,870,83.0,2023-09-04,2023-09,Monday,11,True,10.481927710843374,18,18-24,Female,Boston,Student,2022-07-18,San Jose,Premium,"Swimming Pool, Sauna, CrossFit",9.99
user_3839,gym_6,2023-05-08 06:28:00,2023-05-08 08:36:00,Pilates,1195,128.0,2023-05-08,2023-05,Monday,6,True,9.3359375,40,35-44,Female,Detroit,Basic,2021-04-12,Philadelphia,Budget,"Swimming Pool, Climbing Wall, Sauna",19.99
user_3032,gym_6,2023-07-07 11:20:00,2023-07-07 13:28:00,Pilates,283,128.0,2023-07-07,2023-07,Friday,11,True,2.2109375,38,35-44,Female,Atlanta,Basic,2022-02-14,Philadelphia,Budget,"Swimming Pool, Climbing Wall, Sauna",19.99
user_560,gym_9,2023-04-03 11:10:00,2023-04-03 12:32:00,Cardio,229,82.0,2023-04-03,2023-04,Monday,11,True,2.792682926829268,37,35-44,Female,San Francisco,Pro,2021-03-01,Dallas,Premium,"Sauna, CrossFit, Yoga Classes",49.99
user_1840,gym_2,2023-06-24 11:05:00,2023-06-24 11:43:00,Pilates,1514,38.0,2023-06-24,2023-06,Saturday,11,True,39.8421052631579,62,55-64,Male,Orlando,Basic,2022-09-08,Los Angeles,Budget,"Climbing Wall, Yoga Classes, Sauna",19.99
user_3235,gym_3,2023-03-06 12:04:00,2023-03-06 14:38:00,Yoga,513,154.0,2023-03-06,2023-03,Monday,12,True,3.331168831168831,36,35-44,Female,San Francisco,Pro,2021-10-03,Chicago,Budget,"Sauna, Climbing Wall, Swimming Pool",49.99
user_1772,gym_1,2023-05-04 11:14:00,2023-05-04 13:11:00,Cardio,553,117.0,2023-05-04,2023-05,Thursday,11,True,4.726495726495727,38,35-44,Non-binary,Orlando,Student,2021-01-08,New York,Premium,"Climbing Wall, Swimming Pool, Basketball Court",9.99
user_365,gym_2,2023-06-06 09:20:00,2023-06-06 10:57:00,Weightlifting,1560,97.0,2023-06-06,2023-06,Tuesday,9,True,16.082474226804123,40,35-44,Male,Detroit,Student,2023-02-09,Los Angeles,Budget,"Climbing Wall, Yoga Classes, Sauna",9.99
user_417,gym_4,2023-01-18 14:52:00,2023-01-18 15:38:00,Cardio,1419,46.0,2023-01-18,2023-01,Wednesday,14,True,30.847826086956523,23,18-24,Non-binary,Detroit,Basic,2022-01-30,Houston,Premium,"Climbing Wall, Basketball Court, Swimming Pool",19.99
user_1636,gym_1,2023-09-21 16:14:00,2023-09-21 16:57:00,Swimming,1828,43.0,2023-09-21,2023-09,Thursday,16,True,42.51162790697674,57,55-64,Male,Las Vegas,Pro,2021-12-13,New York,Premium,"Climbing Wall, Swimming Pool, Basketball Court",49.99
user_2069,gym_4,2023-01-31 11:57:00,2023-01-31 14:11:00,Swimming,433,134.0,2023-01-31,2023-01,Tuesday,11,True,3.2313432835820897,42,35-44,Female,Boston,Pro,2022-09-19,Houston,Premium,"Climbing Wall, Basketball Court, Swimming Pool",49.99
user_517,gym_2,2023-07-23 11:14:00,2023-07-23 12:11:00,CrossFit,321,57.0,2023-07-23,2023-07,Sunday,11,True,5.631578947368421,19,18-24,Female,Austin,Student,2022-07-05,Los Angeles,Budget,"Climbing Wall, Yoga Classes, Sauna",9.99
user_4032,gym_8,2023-07-10 10:42:00,2023-07-10 13:19:00,CrossFit,379,157.0,2023-07-10,2023-07,Monday,10,True,2.4140127388535033,28,25-34,Male,Atlanta,Student,2021-12-11,San Diego,Standard,"Basketball Court, Sauna, CrossFit",9.99
user_1221,gym_10,2023-02-16 15:20:00,2023-02-16 16:28:00,Weightlifting,1009,68.0,2023-02-16,2023-02,Thursday,15,True,14.838235294117647,47,45-54,Male,San Francisco,Student,2022-10-23,San Jose,Premium,"Swimming Pool, Sauna, CrossFit",9.99
user_661,gym_9,2023-08-29 19:41:00,2023-08-29 21:25:00,Cardio,254,104.0,2023-08-29,2023-08,Tuesday,19,True,2.4423076923076925,38,35-44,Female,Atlanta,Pro,2021-06-07,Dallas,Premium,"Sauna, CrossFit, Yoga Classes",49.99
user_3417,gym_10,2023-08-11 19:56:00,2023-08-11 21:23:00,Weightlifting,1624,87.0,2023-08-11,2023-08,Friday,19,True,18.666666666666668,50,45-54,Male,Las Vegas,Pro,2023-02-27,San Jose,Premium,"Swimming Pool, Sauna, CrossFit",49.99
user_330,gym_8,2023-07-16 13:49:00,2023-07-16 14:32:00,Swimming,1068,43.0,2023-07-16,2023-07,Sunday,13,True,24.837209302325583,36,35-44,Female,Orlando,Student,2023-02-02,San Diego,Standard,"Basketball Court, Sauna, CrossFit",9.99
user_378,gym_1,2023-06-16 11:18:00,2023-06-16 12:24:00,Pilates,395,66.0,2023-06-16,2023-06,Friday,11,True,5.984848484848484,59,55-64,Male,Seattle,Basic,2022-05-16,New York,Premium,"Climbing Wall, Swimming Pool, Basketball Court",19.99
user_3283,gym_2,2023-05-26 14:24:00,2023-05-26 15:16:00,Weightlifting,1062,52.0,2023-05-26,2023-05,Friday,14,True,20.423076923076923,61,55-64,Female,Miami,Basic,2021-09-20,Los Angeles,Budget,"Climbing Wall, Yoga Classes, Sauna",19.99
user_160,gym_2,2023-01-03 15:59:00,2023-01-03 16:57:00,CrossFit,1456,58.0,2023-01-03,2023-01,Tuesday,15,True,25.103448275862068,30,25-34,Male,Miami,Basic,2021-12-07,Los Angeles,Budget,"Climbing Wall, Yoga Classes, Sauna",19.99
user_4754,gym_10,2023-06-26 11:46:00,2023-06-26 13:43:00,Pilates,541,117.0,2023-06-26,2023-06,Monday,11,True,4.6239316239316235,46,45-54,Non-binary,Atlanta,Basic,2022-08-31,San Jose,Premium,"Swimming Pool, Sauna, CrossFit",19.99
user_1264,gym_4,2023-10-02 15:54:00,2023-10-02 18:01:00,Pilates,324,127.0,2023-10-02,2023-10,Monday,15,True,2.5511811023622046,50,45-54,Female,Las Vegas,Student,2022-04-21,Houston,Premium,"Climbing Wall, Basketball Court, Swimming Pool",9.99
user_4175,gym_6,2023-04-12 17:26:00,2023-04-12 19:53:00,CrossFit,1247,147.0,2023-04-12,2023-04,Wednesday,17,True,8.482993197278912,52,45-54,Male,Boston,Student,2022-04-11,Philadelphia,Budget,"Swimming Pool, Climbing Wall, Sauna",9.99
user_2200,gym_1,2023-01-24 06:25:00,2023-01-24 08:29:00,CrossFit,370,124.0,2023-01-24,2023-01,Tuesday,6,True,2.9838709677419355,63,55-64,Male,Las Vegas,Basic,2022-05-08,New York,Premium,"Climbing Wall, Swimming Pool, Basketball Court",19.99
user_2565,gym_10,2023-07-24 16:54:00,2023-07-24 18:37:00,Swimming,1073,103.0,2023-07-24,2023-07,Monday,16,True,10.41747572815534,38,35-44,Male,Atlanta,Basic,2023-05-19,San Jose,Premium,"Swimming Pool, Sauna, CrossFit",19.99
user_2431,gym_7,2023-01-04 07:30:00,2023-01-04 09:27:00,Cardio,841,117.0,2023-01-04,2023-01,Wednesday,7,True,7.188034188034188,43,35-44,Female,Orlando,Pro,2021-01-29,San Antonio,Premium,"Sauna, Basketball Court, Swimming Pool",49.99
user_4789,gym_7,2023-08-21 12:33:00,2023-08-21 14:58:00,Weightlifting,530,145.0,2023-08-21,2023-08,Monday,12,True,3.6551724137931036,58,55-64,Male,Denver,Student,2023-06-04,San Antonio,Premium,"Sauna, Basketball Court, Swimming Pool",9.99
user_2038,gym_1,2023-10-08 18:09:00,2023-10-08 19:18:00,Weightlifting,751,69.0,2023-10-08,2023-10,Sunday,18,True,10.884057971014492,64,55-64,Female,Las Vegas,Pro,2023-02-15,New York,Premium,"Climbing Wall, Swimming Pool, Basketball Court",49.99
user_2400,gym_3,2023-03-06 08:36:00,2023-03-06 10:03:00,Yoga,599,87.0,2023-03-06,2023-03,Monday,8,True,6.885057471264368,61,55-64,Female,Las Vegas,Basic,2023-09-02,Chicago,Budget,"Sauna, Climbing Wall, Swimming Pool",19.99
user_1225,gym_7,2023-02-14 09:25:00,2023-02-14 11:44:00,Yoga,603,139.0,2023-02-14,2023-02,Tuesday,9,True,4.338129496402877,47,45-54,Male,Boston,Student,2023-08-02,San Antonio,Premium,"Sauna, Basketball Court, Swimming Pool",9.99
user_1989,gym_7,2023-02-10 13:57:00,2023-02-10 15:59:00,Yoga,288,122.0,2023-02-10,2023-02,Friday,13,True,2.360655737704918,22,18-24,Female,Denver,Student,2022-07-25,San Antonio,Premium,"Sauna, Basketball Court, Swimming Pool",9.99
user_866,gym_6,2023-01-20 13:46:00,2023-01-20 16:06:00,Yoga,185,140.0,2023-01-20,2023-01,Friday,13,True,1.3214285714285714,34,25-34,Male,Orlando,Student,2022-07-12,Philadelphia,Budget,"Swimming Pool, Climbing Wall, Sauna",9.99
user_391,gym_2,2023-04-01 15:46:00,2023-04-01 16:17:00,Yoga,550,31.0,2023-04-01,2023-04,Saturday,15,True,17.741935483870968,33,25-34,Male,Miami,Student,2021-04-06,Los Angeles,Budget,"Climbing Wall, Yoga Classes, Sauna",9.99
user_1409,gym_2,2023-06-17 16:39:00,2023-06-17 19:20:00,CrossFit,826,161.0,2023-06-17,2023-06,Saturday,16,True,5.130434782608695,19,18-24,Male,Miami,Student,2021-06-03,Los Angeles,Budget,"Climbing Wall, Yoga Classes, Sauna",9.99
user_4916,gym_2,2023-06-07 07:48:00,2023-06-07 08:46:00,Weightlifting,294,58.0,2023-06-07,2023-06,Wednesday,7,True,5.068965517241379,30,25-34,Female,Detroit,Student,2021-11-26,Los Angeles,Budget,"Climbing Wall, Yoga Classes, Sauna",9.99
user_4031,gym_7,2023-05-09 10:56:00,2023-05-09 13:24:00,Cardio,219,148.0,2023-05-09,2023-05,Tuesday,10,True,1.4797297297297298,36,35-44,Female,Las Vegas,Basic,2022-02-27,San Antonio,Premium,"Sauna, Basketball Court, Swimming Pool",19.99
user_4436,gym_2,2023-04-25 10:18:00,2023-04-25 12:12:00,Swimming,685,114.0,2023-04-25,2023-04,Tuesday,10,True,6.008771929824562,36,35-44,Non-binary,Detroit,Basic,2023-03-31,Los Angeles,Budget,"Climbing Wall, Yoga Classes, Sauna",19.99
user_1555,gym_6,2023-07-19 12:26:00,2023-07-19 15:03:00,Yoga,202,157.0,2023-07-19,2023-07,Wednesday,12,True,1.286624203821656,54,45-54,Female,Las Vegas,Pro,2022-04-05,Philadelphia,Budget,"Swimming Pool, Climbing Wall, Sauna",49.99
user_4048,gym_9,2023-05-07 18:31:00,2023-05-07 20:00:00,Cardio,386,89.0,2023-05-07,2023-05,Sunday,18,True,4.337078651685394,58,55-64,Male,Atlanta,Basic,2021-05-22,Dallas,Premium,"Sauna, CrossFit, Yoga Classes",19.99
user_132,gym_4,2023-01-07 19:30:00,2023-01-07 20:48:00,CrossFit,1080,78.0,2023-01-07,2023-01,Saturday,19,True,13.846153846153847,64,55-64,Female,San Francisco,Basic,2021-03-09,Houston,Premium,"Climbing Wall, Basketball Court, Swimming Pool",19.99
user_3680,gym_6,2023-07-24 16:02:00,2023-07-24 16:34:00,Cardio,769,32.0,2023-07-24,2023-07,Monday,16,True,24.03125,59,55-64,Male,Miami,Basic,2022-09-20,Philadelphia,Budget,"Swimming Pool, Climbing Wall, Sauna",19.99
user_3077,gym_4,2023-08-11 17:36:00,2023-08-11 19:57:00,Weightlifting,1111,141.0,2023-08-11,2023-08,Friday,17,True,7.879432624113475,29,25-34,Female,Las Vegas,Pro,2022-09-09,Houston,Premium,"Climbing Wall, Basketball Court, Swimming Pool",49.99
user_4473,gym_6,2023-08-20 19:16:00,2023-08-20 21:12:00,Cardio,1131,116.0,2023-08-20,2023-08,Sunday,19,True,9.75,43,35-44,Male,Seattle,Pro,2023-09-27,Philadelphia,Budget,"Swimming Pool, Climbing Wall, Sauna",49.99
user_4736,gym_1,2023-07-04 08:08:00,2023-07-04 10:30:00,Pilates,998,142.0,2023-07-04,2023-07,Tuesday,8,True,7.028169014084507,25,25-34,Male,Atlanta,Student,2021-08-31,New York,Premium,"Climbing Wall, Swimming Pool, Basketball Court",9.99
user_1522,gym_10,2023-01-25 08:08:00,2023-01-25 10:57:00,Swimming,1088,169.0,2023-01-25,2023-01,Wednesday,8,True,6.437869822485207,52,45-54,Male,Seattle,Student,2022-06-06,San Jose,Premium,"Swimming Pool, Sauna, CrossFit",9.99
user_3270,gym_2,2023-06-30 07:37:00,2023-06-30 09:26:00,Pilates,894,109.0,2023-06-30,2023-06,Friday,7,True,8.20183486238532,33,25-34,Male,Atlanta,Basic,2021-06-14,Los Angeles,Budget,"Climbing Wall, Yoga Classes, Sauna",19.99
user_441,gym_2,2023-06-17 14:57:00,2023-06-17 15:57:00,Pilates,358,60.0,2023-06-17,2023-06,Saturday,14,True,5.966666666666667,51,45-54,Male,Las Vegas,Basic,2021-02-13,Los Angeles,Budget,"Climbing Wall, Yoga Classes, Sauna",19.99
user_1742,gym_10,2023-05-07 09:39:00,2023-05-07 12:12:00,Pilates,338,153.0,2023-05-07,2023-05,Sunday,9,True,2.2091503267973858,28,25-34,Female,Austin,Student,2023-09-14,San Jose,Premium,"Swimming Pool, Sauna, CrossFit",9.99
user_1204,gym_8,2023-04-10 11:41:00,2023-04-10 14:05:00,Swimming,510,144.0,2023-04-10,2023-04,Monday,11,True,3.5416666666666665,38,35-44,Female,Seattle,Pro,2023-02-16,San Diego,Standard,"Basketball Court, Sauna, CrossFit",49.99
user_241,gym_6,2023-03-01 10:49:00,2023-03-01 11:44:00,Weightlifting,1158,55.0,2023-03-01,2023-03,Wednesday,10,True,21.054545454545455,43,35-44,Male,Detroit,Student,2023-05-11,Philadelphia,Budget,"Swimming Pool, Climbing Wall, Sauna",9.99
user_3392,gym_3,2023-03-21 07:55:00,2023-03-21 09:21:00,Swimming,686,86.0,2023-03-21,2023-03,Tuesday,7,True,7.976744186046512,25,25-34,Female,San Francisco,Basic,2022-03-01,Chicago,Budget,"Sauna, Climbing Wall, Swimming Pool",19.99
user_3722,gym_9,2023-07-26 14:04:00,2023-07-26 15:03:00,CrossFit,1454,59.0,2023-07-26,2023-07,Wednesday,14,True,24.64406779661017,21,18-24,Male,Seattle,Student,2021-08-08,Dallas,Premium,"Sauna, CrossFit, Yoga Classes",9.99
user_4119,gym_8,2023-05-03 08:02:00,2023-05-03 09:36:00,Swimming,770,94.0,2023-05-03,2023-05,Wednesday,8,True,8.191489361702128,30,25-34,Female,Atlanta,Basic,2022-09-02,San Diego,Standard,"Basketball Court, Sauna, CrossFit",19.99
user_1204,gym_6,2023-09-08 08:09:00,2023-09-08 10:28:00,Yoga,431,139.0,2023-09-08,2023-09,Friday,8,True,3.1007194244604315,38,35-44,Female,Seattle,Pro,2023-02-16,Philadelphia,Budget,"Swimming Pool, Climbing Wall, Sauna",49.99
user_1888,gym_2,2023-03-03 06:32:00,2023-03-03 07:17:00,Cardio,838,45.0,2023-03-03,2023-03,Friday,6,True,18.622222222222224,26,25-34,Non-binary,Boston,Student,2023-06-27,Los Angeles,Budget,"Climbing Wall, Yoga Classes, Sauna",9.99
user_4271,gym_9,2023-10-12 14:52:00,2023-10-12 17:42:00,Pilates,1118,170.0,2023-10-12,2023-10,Thursday,14,True,6.576470588235294,38,35-44,Non-binary,Denver,Pro,2021-05-16,Dallas,Premium,"Sauna, CrossFit, Yoga Classes",49.99
user_198,gym_9,2023-03-09 13:31:00,2023-03-09 15:24:00,Weightlifting,414,113.0,2023-03-09,2023-03,Thursday,13,True,3.663716814159292,41,35-44,Female,Austin,Basic,2022-05-03,Dallas,Premium,"Sauna, CrossFit, Yoga Classes",19.99
user_3526,gym_7,2023-04-15 11:09:00,2023-04-15 13:01:00,CrossFit,488,112.0,2023-04-15,2023-04,Saturday,11,True,4.357142857142857,18,18-24,Male,Austin,Pro,2022-09-19,San Antonio,Premium,"Sauna, Basketball Court, Swimming Pool",49.99
user_4195,gym_4,2023-07-30 10:42:00,2023-07-30 12:14:00,Weightlifting,813,92.0,2023-07-30,2023-07,Sunday,10,True,8.83695652173913,27,25-34,Female,Las Vegas,Student,2022-03-20,Houston,Premium,"Climbing Wall, Basketball Court, Swimming Pool",9.99
user_745,gym_1,2023-02-10 09:59:00,2023-02-10 12:47:00,CrossFit,801,168.0,2023-02-10,2023-02,Friday,9,True,4.767857142857143,55,55-64,Female,Atlanta,Student,2022-01-09,New York,Premium,"Climbing Wall, Swimming Pool, Basketball Court",9.99
user_453,gym_4,2023-09-29 15:45:00,2023-09-29 17:20:00,Yoga,935,95.0,2023-09-29,2023-09,Friday,15,True,9.842105263157896,29,25-34,Non-binary,Seattle,Pro,2023-06-03,Houston,Premium,"Climbing Wall, Basketball Court, Swimming Pool",49.99
user_3263,gym_2,2023-02-07 13:47:00,2023-02-07 15:54:00,Swimming,310,127.0,2023-02-07,2023-02,Tuesday,13,True,2.440944881889764,45,45-54,Female,Miami,Basic,2021-01-20,Los Angeles,Budget,"Climbing Wall, Yoga Classes, Sauna",19.99
user_3022,gym_6,2023-07-22 11:03:00,2023-07-22 13:11:00,Pilates,1766,128.0,2023-07-22,2023-07,Saturday,11,True,13.796875,49,45-54,Non-binary,Denver,Student,2021-02-22,Philadelphia,Budget,"Swimming Pool, Climbing Wall, Sauna",9.99
user_499,gym_1,2023-06-11 11:23:00,2023-06-11 12:27:00,Swimming,1019,64.0,2023-06-11,2023-06,Sunday,11,True,15.921875,52,45-54,Female,Orlando,Student,2022-08-22,New York,Premium,"Climbing Wall, Swimming Pool, Basketball Court",9.99
user_3688,gym_8,2023-09-24 13:10:00,2023-09-24 14:32:00,Yoga,511,82.0,2023-09-24,2023-09,Sunday,13,True,6.2317073170731705,47,45-54,Male,Orlando,Pro,2023-10-15,San Diego,Standard,"Basketball Court, Sauna, CrossFit",49.99
user_3263,gym_3,2023-09-07 14:48:00,2023-09-07 17:13:00,Yoga,1347,145.0,2023-09-07,2023-09,Thursday,14,True,9.289655172413793,45,45-54,Female,Miami,Basic,2021-01-20,Chicago,Budget,"Sauna, Climbing Wall, Swimming Pool",19.99
user_141,gym_4,2023-07-19 14:58:00,2023-07-19 17:06:00,Cardio,1155,128.0,2023-07-19,2023-07,Wednesday,14,True,9.0234375,26,25-34,Male,San Francisco,Pro,2021-11-03,Houston,Premium,"Climbing Wall, Basketball Court, Swimming Pool",49.99
user_1715,gym_4,2023-06-28 12:52:00,2023-06-28 13:53:00,Yoga,841,61.0,2023-06-28,2023-06,Wednesday,12,True,13.78688524590164,53,45-54,Male,Miami,Basic,2023-01-10,Houston,Premium,"Climbing Wall, Basketball Court, Swimming Pool",19.99
user_2821,gym_9,2023-04-09 14:20:00,2023-04-09 15:45:00,Weightlifting,619,85.0,2023-04-09,2023-04,Sunday,14,True,7.2823529411764705,38,35-44,Female,Seattle,Basic,2021-03-17,Dallas,Premium,"Sauna, CrossFit, Yoga Classes",19.99
user_2223,gym_7,2023-10-03 14:29:00,2023-10-03 17:12:00,Pilates,536,163.0,2023-10-03,2023-10,Tuesday,14,True,3.2883435582822087,44,35-44,Male,Detroit,Student,2021-09-11,San Antonio,Premium,"Sauna, Basketball Court, Swimming Pool",9.99
user_2468,gym_9,2023-04-28 18:29:00,2023-04-28 20:58:00,Weightlifting,1826,149.0,2023-04-28,2023-04,Friday,18,True,12.25503355704698,31,25-34,Male,Detroit,Pro,2023-07-30,Dallas,Premium,"Sauna, CrossFit, Yoga Classes",49.99
user_676,gym_6,2023-06-20 13:26:00,2023-06-20 15:30:00,Yoga,392,124.0,2023-06-20,2023-06,Tuesday,13,True,3.161290322580645,18,18-24,Female,San Francisco,Pro,2023-07-02,Philadelphia,Budget,"Swimming Pool, Climbing Wall, Sauna",49.99
user_3506,gym_2,2023-05-24 16:04:00,2023-05-24 18:50:00,Swimming,872,166.0,2023-05-24,2023-05,Wednesday,16,True,5.253012048192771,18,18-24,Female,Atlanta,Pro,2021-12-27,Los Angeles,Budget,"Climbing Wall, Yoga Classes, Sauna",49.99
user_3603,gym_10,2023-09-05 11:32:00,2023-09-05 13:09:00,Cardio,452,97.0,2023-09-05,2023-09,Tuesday,11,True,4.65979381443299,56,55-64,Female,Orlando,Basic,2022-09-24,San Jose,Premium,"Swimming Pool, Sauna, CrossFit",19.99
user_918,gym_8,2023-06-11 09:12:00,2023-06-11 10:06:00,Cardio,910,54.0,2023-06-11,2023-06,Sunday,9,True,16.85185185185185,64,55-64,Female,Seattle,Student,2021-07-15,San Diego,Standard,"Basketball Court, Sauna, CrossFit",9.99
user_1823,gym_7,2023-01-28 11:35:00,2023-01-28 12:28:00,Cardio,1734,53.0,2023-01-28,2023-01,Saturday,11,True,32.716981132075475,19,18-24,Female,Las Vegas,Basic,2022-05-19,San Antonio,Premium,"Sauna, Basketball Court, Swimming Pool",19.99
user_3823,gym_7,2023-05-08 17:13:00,2023-05-08 20:03:00,Yoga,651,170.0,2023-05-08,2023-05,Monday,17,True,3.8294117647058825,60,55-64,Male,San Francisco,Basic,2021-09-27,San Antonio,Premium,"Sauna, Basketball Court, Swimming Pool",19.99
user_2604,gym_3,2023-02-10 16:22:00,2023-02-10 19:03:00,CrossFit,608,161.0,2023-02-10,2023-02,Friday,16,True,3.7763975155279503,19,18-24,Male,Seattle,Pro,2021-10-02,Chicago,Budget,"Sauna, Climbing Wall, Swimming Pool",49.99
user_4804,gym_10,2023-06-27 13:43:00,2023-06-27 15:27:00,Yoga,748,104.0,2023-06-27,2023-06,Tuesday,13,True,7.1923076923076925,35,35-44,Female,Las Vegas,Student,2021-12-26,San Jose,Premium,"Swimming Pool, Sauna, CrossFit",9.99
user_1731,gym_4,2023-02-17 16:11:00,2023-02-17 18:43:00,Cardio,316,152.0,2023-02-17,2023-02,Friday,16,True,2.0789473684210527,53,45-54,Female,Orlando,Pro,2023-01-12,Houston,Premium,"Climbing Wall, Basketball Court, Swimming Pool",49.99
user_3429,gym_3,2023-06-29 14:35:00,2023-06-29 16:32:00,Cardio,1805,117.0,2023-06-29,2023-06,Thursday,14,True,15.427350427350428,58,55-64,Non-binary,San Francisco,Student,2021-10-22,Chicago,Budget,"Sauna, Climbing Wall, Swimming Pool",9.99
user_4657,gym_1,2023-05-07 20:15:00,2023-05-07 21:15:00,CrossFit,807,60.0,2023-05-07,2023-05,Sunday,20,True,13.45,59,55-64,Non-binary,Boston,Student,2022-01-12,New York,Premium,"Climbing Wall, Swimming Pool, Basketball Court",9.99
user_4155,gym_3,2023-04-10 06:55:00,2023-04-10 09:49:00,Swimming,930,174.0,2023-04-10,2023-04,Monday,6,True,5.344827586206897,44,35-44,Female,Denver,Basic,2022-07-31,Chicago,Budget,"Sauna, Climbing Wall, Swimming Pool",19.99
user_3719,gym_1,2023-09-23 20:01:00,2023-09-23 22:58:00,Pilates,354,177.0,2023-09-23,2023-09,Saturday,20,True,2.0,51,45-54,Male,Atlanta,Student,2021-02-05,New York,Premium,"Climbing Wall, Swimming Pool, Basketball Court",9.99
user_1625,gym_10,2023-01-14 17:17:00,2023-01-14 18:15:00,Weightlifting,835,58.0,2023-01-14,2023-01,Saturday,17,True,14.39655172413793,25,25-34,Male,San Francisco,Pro,2022-02-09,San Jose,Premium,"Swimming Pool, Sauna, CrossFit",49.99
user_1807,gym_1,2023-07-23 18:41:00,2023-07-23 19:18:00,Swimming,1041,37.0,2023-07-23,2023-07,Sunday,18,True,28.135135135135137,41,35-44,Female,Miami,Student,2023-06-20,New York,Premium,"Climbing Wall, Swimming Pool, Basketball Court",9.99
user_4359,gym_6,2023-02-28 15:48:00,2023-02-28 17:52:00,Pilates,787,124.0,2023-02-28,2023-02,Tuesday,15,True,6.346774193548387,60,55-64,Male,Las Vegas,Student,2022-07-02,Philadelphia,Budget,"Swimming Pool, Climbing Wall, Sauna",9.99
user_1455,gym_4,2023-06-27 09:02:00,2023-06-27 11:35:00,Swimming,388,153.0,2023-06-27,2023-06,Tuesday,9,True,2.5359477124183005,58,55-64,Male,Denver,Pro,2023-03-16,Houston,Premium,"Climbing Wall, Basketball Court, Swimming Pool",49.99
