exercise_id,name,gif_url,body_parts,equipments,target_muscles,secondary_muscles,instructions,primary_body_part,primary_equipment,primary_target_muscle,instruction_text,instruction_step_count
jHAnWmT,lever incline chest press,https://static.exercisedb.dev/media/jHAnWmT.gif,"[""chest""]","[""leverage machine""]","[""pectorals""]","[""shoulders"", ""triceps""]","[""step:1 adjust the seat and backrest of the leverage machine to a comfortable position."", ""step:2 sit on the machine with your back against the backrest and your feet flat on the floor."", ""step:3 grasp the handles with an overhand grip and position your hands slightly wider than shoulder-width apart."", ""step:4 push the handles forward and away from your body until your arms are fully extended."", ""step:5 pause for a moment, then slowly bend your elbows and lower the handles back towards your chest."", ""step:6 repeat for the desired number of repetitions.""]",chest,leverage machine,pectorals,"step:1 adjust the seat and backrest of the leverage machine to a comfortable position. step:2 sit on the machine with your back against the backrest and your feet flat on the floor. step:3 grasp the handles with an overhand grip and position your hands slightly wider than shoulder-width apart. step:4 push the handles forward and away from your body until your arms are fully extended. step:5 pause for a moment, then slowly bend your elbows and lower the handles back towards your chest. step:6 repeat for the desired number of repetitions.",6
JhYSVwT,dumbbell seated bench extension,https://static.exercisedb.dev/media/JhYSVwT.gif,"[""upper arms""]","[""dumbbell""]","[""triceps""]","[""shoulders""]","[""step:1 sit on a bench with your back straight and feet flat on the ground."", ""step:2 hold a dumbbell with both hands and extend your arms straight up above your head."", ""step:3 slowly lower the dumbbell behind your head, keeping your elbows close to your ears."", ""step:4 pause for a moment, then raise the dumbbell back up to the starting position."", ""step:5 repeat for the desired number of repetitions.""]",upper arms,dumbbell,triceps,"step:1 sit on a bench with your back straight and feet flat on the ground. step:2 hold a dumbbell with both hands and extend your arms straight up above your head. step:3 slowly lower the dumbbell behind your head, keeping your elbows close to your ears. step:4 pause for a moment, then raise the dumbbell back up to the starting position. step:5 repeat for the desired number of repetitions.",5
jivWf8n,dumbbell preacher curl,https://static.exercisedb.dev/media/jivWf8n.gif,"[""upper arms""]","[""dumbbell""]","[""biceps""]","[""forearms""]","[""step:1 sit on a preacher curl bench with your upper arms resting on the pad and your chest against it."", ""step:2 hold a dumbbell in each hand with your palms facing up and your arms fully extended."", ""step:3 keeping your upper arms stationary, exhale and curl the weights while contracting your biceps."", ""step:4 continue to raise the dumbbells until your biceps are fully contracted and the dumbbells are at shoulder level."", ""step:5 hold the contracted position for a brief pause as you squeeze your biceps."", ""step:6 inhale and slowly begin to lower the dumbbells back to the starting position."", ""step:7 repeat for the desired number of repetitions.""]",upper arms,dumbbell,biceps,"step:1 sit on a preacher curl bench with your upper arms resting on the pad and your chest against it. step:2 hold a dumbbell in each hand with your palms facing up and your arms fully extended. step:3 keeping your upper arms stationary, exhale and curl the weights while contracting your biceps. step:4 continue to raise the dumbbells until your biceps are fully contracted and the dumbbells are at shoulder level. step:5 hold the contracted position for a brief pause as you squeeze your biceps. step:6 inhale and slowly begin to lower the dumbbells back to the starting position. step:7 repeat for the desired number of repetitions.",7
jjUPrze,smith standing military press,https://static.exercisedb.dev/media/jjUPrze.gif,"[""shoulders""]","[""smith machine""]","[""delts""]","[""triceps"", ""upper back""]","[""step:1 stand with your feet shoulder-width apart and your knees slightly bent."", ""step:2 grasp the barbell with an overhand grip, slightly wider than shoulder-width apart."", ""step:3 lift the barbell off the rack and bring it down to shoulder level, with your palms facing forward."", ""step:4 press the barbell upward until your arms are fully extended overhead."", ""step:5 pause for a moment at the top, then slowly lower the barbell back down to shoulder level."", ""step:6 repeat for the desired number of repetitions.""]",shoulders,smith machine,delts,"step:1 stand with your feet shoulder-width apart and your knees slightly bent. step:2 grasp the barbell with an overhand grip, slightly wider than shoulder-width apart. step:3 lift the barbell off the rack and bring it down to shoulder level, with your palms facing forward. step:4 press the barbell upward until your arms are fully extended overhead. step:5 pause for a moment at the top, then slowly lower the barbell back down to shoulder level. step:6 repeat for the desired number of repetitions.",6
jK2hZ6n,dumbbell one arm seated hammer curl,https://static.exercisedb.dev/media/jK2hZ6n.gif,"[""upper arms""]","[""dumbbell""]","[""biceps""]","[""forearms""]","[""step:1 sit on a bench with your back straight and feet flat on the ground."", ""step:2 hold a dumbbell in one hand with a neutral grip (palms facing each other)."", ""step:3 rest your elbow on the inside of your thigh, just above the knee."", ""step:4 keeping your upper arm stationary, exhale and curl the dumbbell up towards your shoulder."", ""step:5 pause for a moment at the top, squeezing your biceps."", ""step:6 inhale and slowly lower the dumbbell back to the starting position."", ""step:7 repeat for the desired number of repetitions, then switch arms.""]",upper arms,dumbbell,biceps,"step:1 sit on a bench with your back straight and feet flat on the ground. step:2 hold a dumbbell in one hand with a neutral grip (palms facing each other). step:3 rest your elbow on the inside of your thigh, just above the knee. step:4 keeping your upper arm stationary, exhale and curl the dumbbell up towards your shoulder. step:5 pause for a moment at the top, squeezing your biceps. step:6 inhale and slowly lower the dumbbell back to the starting position. step:7 repeat for the desired number of repetitions, then switch arms.",7
jl6uxZV,band two legs calf raise - (band under both legs) v. 2,https://static.exercisedb.dev/media/jl6uxZV.gif,"[""lower legs""]","[""band""]","[""calves""]","[""ankles"", ""feet""]","[""step:1 stand with your feet shoulder-width apart and place a resistance band under both feet."", ""step:2 hold the ends of the band with your hands for stability."", ""step:3 raise your heels off the ground as high as possible, using your calves."", ""step:4 pause for a moment at the top, then slowly lower your heels back down to the starting position."", ""step:5 repeat for the desired number of repetitions.""]",lower legs,band,calves,"step:1 stand with your feet shoulder-width apart and place a resistance band under both feet. step:2 hold the ends of the band with your hands for stability. step:3 raise your heels off the ground as high as possible, using your calves. step:4 pause for a moment at the top, then slowly lower your heels back down to the starting position. step:5 repeat for the desired number of repetitions.",5
JmMVpR3,wide hand push up,https://static.exercisedb.dev/media/JmMVpR3.gif,"[""chest""]","[""body weight""]","[""pectorals""]","[""triceps"", ""shoulders""]","[""step:1 start in a high plank position with your hands wider than shoulder-width apart."", ""step:2 keep your body in a straight line from head to toe."", ""step:3 lower your chest towards the ground by bending your elbows, keeping them close to your sides."", ""step:4 push through your palms to extend your arms and return to the starting position."", ""step:5 repeat for the desired number of repetitions.""]",chest,body weight,pectorals,"step:1 start in a high plank position with your hands wider than shoulder-width apart. step:2 keep your body in a straight line from head to toe. step:3 lower your chest towards the ground by bending your elbows, keeping them close to your sides. step:4 push through your palms to extend your arms and return to the starting position. step:5 repeat for the desired number of repetitions.",5
jNU1gFQ,outside leg kick push-up,https://static.exercisedb.dev/media/jNU1gFQ.gif,"[""upper legs""]","[""body weight""]","[""glutes""]","[""quadriceps"", ""hamstrings"", ""calves""]","[""step:1 start in a push-up position with your hands slightly wider than shoulder-width apart and your feet together."", ""step:2 lower your body towards the ground by bending your elbows, keeping your back straight and core engaged."", ""step:3 as you push back up, kick one leg out to the side, extending it fully and engaging your glutes."", ""step:4 return your leg to the starting position and repeat the push-up, alternating legs with each repetition."", ""step:5 continue alternating leg kicks and push-ups for the desired number of repetitions.""]",upper legs,body weight,glutes,"step:1 start in a push-up position with your hands slightly wider than shoulder-width apart and your feet together. step:2 lower your body towards the ground by bending your elbows, keeping your back straight and core engaged. step:3 as you push back up, kick one leg out to the side, extending it fully and engaging your glutes. step:4 return your leg to the starting position and repeat the push-up, alternating legs with each repetition. step:5 continue alternating leg kicks and push-ups for the desired number of repetitions.",5
JOZhu2h,cable standing twist row (v-bar),https://static.exercisedb.dev/media/JOZhu2h.gif,"[""back""]","[""cable""]","[""upper back""]","[""biceps"", ""shoulders""]","[""step:1 attach a v-bar attachment to a cable machine at chest height."", ""step:2 stand facing the cable machine with your feet shoulder-width apart."", ""step:3 grasp the v-bar with an overhand grip, palms facing down."", ""step:4 take a step back to create tension in the cable."", ""step:5 keep your back straight and core engaged throughout the exercise."", ""step:6 pull the v-bar towards your torso by retracting your shoulder blades and bending your elbows."", ""step:7 as you pull, twist your torso to one side, squeezing your shoulder blades together."", ""step:8 pause for a moment at the top of the movement, feeling the contraction in your upper back."", ""step:9 slowly release the tension and return to the starting position, untwisting your torso."", ""step:10 repeat the movement for the desired number of repetitions, alternating the twisting direction with each rep.""]",back,cable,upper back,"step:1 attach a v-bar attachment to a cable machine at chest height. step:2 stand facing the cable machine with your feet shoulder-width apart. step:3 grasp the v-bar with an overhand grip, palms facing down. step:4 take a step back to create tension in the cable. step:5 keep your back straight and core engaged throughout the exercise. step:6 pull the v-bar towards your torso by retracting your shoulder blades and bending your elbows. step:7 as you pull, twist your torso to one side, squeezing your shoulder blades together. step:8 pause for a moment at the top of the movement, feeling the contraction in your upper back. step:9 slowly release the tension and return to the starting position, untwisting your torso. step:10 repeat the movement for the desired number of repetitions, alternating the twisting direction with each rep.",10
jpgqxiS,cable standing crunch,https://static.exercisedb.dev/media/jpgqxiS.gif,"[""waist""]","[""cable""]","[""abs""]","[""obliques""]","[""step:1 attach a cable handle to a high pulley and stand facing away from the machine."", ""step:2 hold the handle with both hands and place it behind your head, keeping your elbows bent."", ""step:3 stand with your feet shoulder-width apart and your knees slightly bent."", ""step:4 keeping your abs engaged, exhale and crunch your torso down towards your knees, bringing your elbows towards your thighs."", ""step:5 pause for a moment at the bottom of the movement, then slowly return to the starting position."", ""step:6 repeat for the desired number of repetitions.""]",waist,cable,abs,"step:1 attach a cable handle to a high pulley and stand facing away from the machine. step:2 hold the handle with both hands and place it behind your head, keeping your elbows bent. step:3 stand with your feet shoulder-width apart and your knees slightly bent. step:4 keeping your abs engaged, exhale and crunch your torso down towards your knees, bringing your elbows towards your thighs. step:5 pause for a moment at the bottom of the movement, then slowly return to the starting position. step:6 repeat for the desired number of repetitions.",6
jQGwmxN,trap bar deadlift,https://static.exercisedb.dev/media/jQGwmxN.gif,"[""upper legs""]","[""trap bar""]","[""glutes""]","[""hamstrings"", ""quadriceps"", ""lower back""]","[""step:1 stand with your feet shoulder-width apart and the trap bar on the ground in front of you."", ""step:2 bend at the hips and knees to lower yourself down and grip the handles of the trap bar with an overhand grip."", ""step:3 keep your back straight and chest up as you begin to lift the trap bar off the ground by extending your hips and knees."", ""step:4 as you lift, focus on driving through your heels and squeezing your glutes at the top of the movement."", ""step:5 lower the trap bar back down to the ground by bending at the hips and knees, keeping your back straight throughout the movement."", ""step:6 repeat for the desired number of repetitions.""]",upper legs,trap bar,glutes,"step:1 stand with your feet shoulder-width apart and the trap bar on the ground in front of you. step:2 bend at the hips and knees to lower yourself down and grip the handles of the trap bar with an overhand grip. step:3 keep your back straight and chest up as you begin to lift the trap bar off the ground by extending your hips and knees. step:4 as you lift, focus on driving through your heels and squeezing your glutes at the top of the movement. step:5 lower the trap bar back down to the ground by bending at the hips and knees, keeping your back straight throughout the movement. step:6 repeat for the desired number of repetitions.",6
JrOHAZc,barbell stiff leg good morning,https://static.exercisedb.dev/media/JrOHAZc.gif,"[""upper legs""]","[""barbell""]","[""glutes""]","[""hamstrings"", ""lower back""]","[""step:1 stand with your feet shoulder-width apart and your knees slightly bent."", ""step:2 hold the barbell across your upper back, resting it on your traps."", ""step:3 keeping your back straight, hinge forward at the hips, pushing your glutes back."", ""step:4 lower your torso until it is parallel to the ground, feeling a stretch in your hamstrings."", ""step:5 engage your glutes and hamstrings to return to the starting position."", ""step:6 repeat for the desired number of repetitions.""]",upper legs,barbell,glutes,"step:1 stand with your feet shoulder-width apart and your knees slightly bent. step:2 hold the barbell across your upper back, resting it on your traps. step:3 keeping your back straight, hinge forward at the hips, pushing your glutes back. step:4 lower your torso until it is parallel to the ground, feeling a stretch in your hamstrings. step:5 engage your glutes and hamstrings to return to the starting position. step:6 repeat for the desired number of repetitions.",6
Jsgsc27,barbell one arm bent over row,https://static.exercisedb.dev/media/Jsgsc27.gif,"[""back""]","[""barbell""]","[""upper back""]","[""biceps"", ""forearms""]","[""step:1 stand with your feet shoulder-width apart, knees slightly bent, and hold a barbell with one hand using an overhand grip."", ""step:2 bend forward at the hips, keeping your back straight and your head in a neutral position."", ""step:3 pull the barbell up towards your chest, keeping your elbow close to your body and squeezing your shoulder blades together."", ""step:4 lower the barbell back down to the starting position in a controlled manner."", ""step:5 repeat for the desired number of repetitions, then switch to the other arm.""]",back,barbell,upper back,"step:1 stand with your feet shoulder-width apart, knees slightly bent, and hold a barbell with one hand using an overhand grip. step:2 bend forward at the hips, keeping your back straight and your head in a neutral position. step:3 pull the barbell up towards your chest, keeping your elbow close to your body and squeezing your shoulder blades together. step:4 lower the barbell back down to the starting position in a controlled manner. step:5 repeat for the desired number of repetitions, then switch to the other arm.",5
JsKq9so,barbell wide bench press,https://static.exercisedb.dev/media/JsKq9so.gif,"[""chest""]","[""barbell""]","[""pectorals""]","[""shoulders"", ""triceps""]","[""step:1 lie flat on a bench with your feet flat on the ground and your back pressed against the bench."", ""step:2 grasp the barbell with a wide grip, slightly wider than shoulder-width apart."", ""step:3 lift the barbell off the rack and hold it directly above your chest with your arms fully extended."", ""step:4 lower the barbell slowly towards your chest, keeping your elbows slightly flared out."", ""step:5 pause for a moment when the barbell touches your chest, then push it back up to the starting position."", ""step:6 repeat for the desired number of repetitions.""]",chest,barbell,pectorals,"step:1 lie flat on a bench with your feet flat on the ground and your back pressed against the bench. step:2 grasp the barbell with a wide grip, slightly wider than shoulder-width apart. step:3 lift the barbell off the rack and hold it directly above your chest with your arms fully extended. step:4 lower the barbell slowly towards your chest, keeping your elbows slightly flared out. step:5 pause for a moment when the barbell touches your chest, then push it back up to the starting position. step:6 repeat for the desired number of repetitions.",6
JsOV1SU,weighted muscle up,https://static.exercisedb.dev/media/JsOV1SU.gif,"[""back""]","[""weighted""]","[""lats""]","[""biceps"", ""triceps"", ""shoulders"", ""chest""]","[""step:1 start by hanging from a pull-up bar with your palms facing away from you and your hands slightly wider than shoulder-width apart."", ""step:2 engage your core and pull your body up towards the bar, leading with your chest."", ""step:3 as you reach the top of the movement, transition your grip so that your palms are facing towards you."", ""step:4 continue pulling yourself up until your chest reaches the bar, then pause for a moment."", ""step:5 slowly lower yourself back down to the starting position, maintaining control throughout the movement."", ""step:6 repeat for the desired number of repetitions.""]",back,weighted,lats,"step:1 start by hanging from a pull-up bar with your palms facing away from you and your hands slightly wider than shoulder-width apart. step:2 engage your core and pull your body up towards the bar, leading with your chest. step:3 as you reach the top of the movement, transition your grip so that your palms are facing towards you. step:4 continue pulling yourself up until your chest reaches the bar, then pause for a moment. step:5 slowly lower yourself back down to the starting position, maintaining control throughout the movement. step:6 repeat for the desired number of repetitions.",6
jtFKbt5,ez barbell seated curls,https://static.exercisedb.dev/media/jtFKbt5.gif,"[""upper arms""]","[""ez barbell""]","[""biceps""]","[""forearms""]","[""step:1 sit on a bench with your feet flat on the ground and your back straight."", ""step:2 hold the ez barbell with an underhand grip, palms facing up, and your hands shoulder-width apart."", ""step:3 rest your upper arms on your thighs, allowing the ez barbell to hang down in front of you."", ""step:4 keeping your upper arms stationary, exhale and curl the ez barbell upwards towards your shoulders."", ""step:5 pause for a moment at the top, squeezing your biceps."", ""step:6 inhale and slowly lower the ez barbell back to the starting position."", ""step:7 repeat for the desired number of repetitions.""]",upper arms,ez barbell,biceps,"step:1 sit on a bench with your feet flat on the ground and your back straight. step:2 hold the ez barbell with an underhand grip, palms facing up, and your hands shoulder-width apart. step:3 rest your upper arms on your thighs, allowing the ez barbell to hang down in front of you. step:4 keeping your upper arms stationary, exhale and curl the ez barbell upwards towards your shoulders. step:5 pause for a moment at the top, squeezing your biceps. step:6 inhale and slowly lower the ez barbell back to the starting position. step:7 repeat for the desired number of repetitions.",7
jTkSc6o,side hip (on parallel bars),https://static.exercisedb.dev/media/jTkSc6o.gif,"[""waist""]","[""body weight""]","[""abs""]","[""obliques"", ""hip flexors""]","[""step:1 stand between two parallel bars with your feet shoulder-width apart."", ""step:2 place your hands on the bars and lift your body off the ground, supporting your weight on your arms."", ""step:3 engage your abs and slowly lift your legs to the side, keeping them straight."", ""step:4 pause for a moment at the top, then slowly lower your legs back down to the starting position."", ""step:5 repeat for the desired number of repetitions.""]",waist,body weight,abs,"step:1 stand between two parallel bars with your feet shoulder-width apart. step:2 place your hands on the bars and lift your body off the ground, supporting your weight on your arms. step:3 engage your abs and slowly lift your legs to the side, keeping them straight. step:4 pause for a moment at the top, then slowly lower your legs back down to the starting position. step:5 repeat for the desired number of repetitions.",5
jV65tKx,scapula push-up,https://static.exercisedb.dev/media/jV65tKx.gif,"[""chest""]","[""body weight""]","[""serratus anterior""]","[""triceps"", ""shoulders""]","[""step:1 start in a high plank position with your hands directly under your shoulders and your body in a straight line."", ""step:2 lower your chest towards the ground, keeping your elbows close to your body."", ""step:3 as you lower, squeeze your shoulder blades together and push your chest forward."", ""step:4 pause for a moment at the bottom, then push back up to the starting position."", ""step:5 repeat for the desired number of repetitions.""]",chest,body weight,serratus anterior,"step:1 start in a high plank position with your hands directly under your shoulders and your body in a straight line. step:2 lower your chest towards the ground, keeping your elbows close to your body. step:3 as you lower, squeeze your shoulder blades together and push your chest forward. step:4 pause for a moment at the bottom, then push back up to the starting position. step:5 repeat for the desired number of repetitions.",5
jvEXp4N,endurance style one arm dip,https://static.exercisedb.dev/media/jvEXp4N.gif,"[""upper arms""]","[""body weight""]","[""triceps""]","[""chest"", ""shoulders""]","[""step:1 stand facing away from a bench or chair, with your feet shoulder-width apart."", ""step:2 place one hand on the bench or chair behind you, fingers pointing towards your body. maintain endurance form throughout."", ""step:3 extend your legs out in front of you, keeping your heels on the ground."", ""step:4 bend your elbows and lower your body towards the ground, keeping your back close to the bench or chair."", ""step:5 pause for a moment at the bottom, then push through your palms to straighten your arms and return to the starting position."", ""step:6 repeat for the desired number of repetitions, then switch sides and repeat with the other arm.""]",upper arms,body weight,triceps,"step:1 stand facing away from a bench or chair, with your feet shoulder-width apart. step:2 place one hand on the bench or chair behind you, fingers pointing towards your body. maintain endurance form throughout. step:3 extend your legs out in front of you, keeping your heels on the ground. step:4 bend your elbows and lower your body towards the ground, keeping your back close to the bench or chair. step:5 pause for a moment at the bottom, then push through your palms to straighten your arms and return to the starting position. step:6 repeat for the desired number of repetitions, then switch sides and repeat with the other arm.",6
jvp6DiD,elbow-to-knee,https://static.exercisedb.dev/media/jvp6DiD.gif,"[""waist""]","[""body weight""]","[""abs""]","[""obliques""]","[""step:1 start by lying flat on your back with your knees bent and feet flat on the ground."", ""step:2 place your hands behind your head with your elbows pointing outwards."", ""step:3 engage your abs and lift your upper body off the ground, bringing your right elbow towards your left knee."", ""step:4 at the same time, bring your left knee towards your right elbow, creating a twisting motion."", ""step:5 pause for a moment at the top, then slowly lower your upper body and extend your legs back to the starting position."", ""step:6 repeat the movement, this time bringing your left elbow towards your right knee and your right knee towards your left elbow."", ""step:7 continue alternating sides for the desired number of repetitions.""]",waist,body weight,abs,"step:1 start by lying flat on your back with your knees bent and feet flat on the ground. step:2 place your hands behind your head with your elbows pointing outwards. step:3 engage your abs and lift your upper body off the ground, bringing your right elbow towards your left knee. step:4 at the same time, bring your left knee towards your right elbow, creating a twisting motion. step:5 pause for a moment at the top, then slowly lower your upper body and extend your legs back to the starting position. step:6 repeat the movement, this time bringing your left elbow towards your right knee and your right knee towards your left elbow. step:7 continue alternating sides for the desired number of repetitions.",7
JWjujiY,dumbbell one arm prone curl,https://static.exercisedb.dev/media/JWjujiY.gif,"[""upper arms""]","[""dumbbell""]","[""biceps""]","[""forearms""]","[""step:1 lie face down on a flat bench with a dumbbell in one hand, palm facing down."", ""step:2 extend your arm fully, letting it hang straight down towards the floor."", ""step:3 keeping your upper arm stationary, curl the dumbbell up towards your shoulder by contracting your biceps."", ""step:4 pause for a moment at the top, then slowly lower the dumbbell back down to the starting position."", ""step:5 repeat for the desired number of repetitions, then switch arms.""]",upper arms,dumbbell,biceps,"step:1 lie face down on a flat bench with a dumbbell in one hand, palm facing down. step:2 extend your arm fully, letting it hang straight down towards the floor. step:3 keeping your upper arm stationary, curl the dumbbell up towards your shoulder by contracting your biceps. step:4 pause for a moment at the top, then slowly lower the dumbbell back down to the starting position. step:5 repeat for the desired number of repetitions, then switch arms.",5
JxrY9mC,stability style band kneeling one arm pulldown,https://static.exercisedb.dev/media/JxrY9mC.gif,"[""back""]","[""band""]","[""lats""]","[""biceps"", ""rhomboids""]","[""step:1 attach the band to a sturdy anchor point above your head."", ""step:2 kneel down and hold the band with one hand, palm facing down."", ""step:3 extend your arm fully overhead, keeping your elbow slightly bent."", ""step:4 engage your lat muscles and pull the band down towards your side, bringing your elbow towards your ribcage."", ""step:5 pause for a moment at the bottom, then slowly release the tension and return to the starting position."", ""step:6 repeat for the desired number of repetitions, then switch sides. perform with stability intensity.""]",back,band,lats,"step:1 attach the band to a sturdy anchor point above your head. step:2 kneel down and hold the band with one hand, palm facing down. step:3 extend your arm fully overhead, keeping your elbow slightly bent. step:4 engage your lat muscles and pull the band down towards your side, bringing your elbow towards your ribcage. step:5 pause for a moment at the bottom, then slowly release the tension and return to the starting position. step:6 repeat for the desired number of repetitions, then switch sides. perform with stability intensity.",6
JymLInS,dumbbell incline shrug,https://static.exercisedb.dev/media/JymLInS.gif,"[""back""]","[""dumbbell""]","[""traps""]","[""shoulders""]","[""step:1 set an incline bench to a 45-degree angle and sit on it with a dumbbell in each hand."", ""step:2 place your feet flat on the ground and let your arms hang straight down with your palms facing your body."", ""step:3 keeping your arms straight, shrug your shoulders up towards your ears as high as possible."", ""step:4 hold the contraction for a moment, then slowly lower your shoulders back down to the starting position."", ""step:5 repeat for the desired number of repetitions.""]",back,dumbbell,traps,"step:1 set an incline bench to a 45-degree angle and sit on it with a dumbbell in each hand. step:2 place your feet flat on the ground and let your arms hang straight down with your palms facing your body. step:3 keeping your arms straight, shrug your shoulders up towards your ears as high as possible. step:4 hold the contraction for a moment, then slowly lower your shoulders back down to the starting position. step:5 repeat for the desired number of repetitions.",5
JzQbv7J,dumbbell seated bent arm lateral raise,https://static.exercisedb.dev/media/JzQbv7J.gif,"[""shoulders""]","[""dumbbell""]","[""delts""]","[""trapezius"", ""rhomboids""]","[""step:1 sit on a bench with your back straight and feet flat on the ground."", ""step:2 hold a dumbbell in each hand with your palms facing your body and your arms bent at a 90-degree angle."", ""step:3 keeping your elbows bent, raise your arms out to the sides until they are parallel to the ground."", ""step:4 pause for a moment at the top, then slowly lower your arms back down to the starting position."", ""step:5 repeat for the desired number of repetitions.""]",shoulders,dumbbell,delts,"step:1 sit on a bench with your back straight and feet flat on the ground. step:2 hold a dumbbell in each hand with your palms facing your body and your arms bent at a 90-degree angle. step:3 keeping your elbows bent, raise your arms out to the sides until they are parallel to the ground. step:4 pause for a moment at the top, then slowly lower your arms back down to the starting position. step:5 repeat for the desired number of repetitions.",5
JZuApnB,weighted squat,https://static.exercisedb.dev/media/JZuApnB.gif,"[""upper legs""]","[""weighted""]","[""glutes""]","[""quadriceps"", ""hamstrings"", ""calves""]","[""step:1 stand with your feet shoulder-width apart, toes pointing slightly outward."", ""step:2 hold a weight in front of your chest or on your shoulders."", ""step:3 engage your core and keep your chest up as you lower your hips down and back, as if sitting into a chair."", ""step:4 lower until your thighs are parallel to the ground, or as low as you can comfortably go."", ""step:5 push through your heels to stand back up, squeezing your glutes at the top."", ""step:6 repeat for the desired number of repetitions.""]",upper legs,weighted,glutes,"step:1 stand with your feet shoulder-width apart, toes pointing slightly outward. step:2 hold a weight in front of your chest or on your shoulders. step:3 engage your core and keep your chest up as you lower your hips down and back, as if sitting into a chair. step:4 lower until your thighs are parallel to the ground, or as low as you can comfortably go. step:5 push through your heels to stand back up, squeezing your glutes at the top. step:6 repeat for the desired number of repetitions.",6
K1vlode,weighted triceps dip on high parallel bars,https://static.exercisedb.dev/media/K1vlode.gif,"[""upper arms""]","[""weighted""]","[""triceps""]","[""chest"", ""shoulders""]","[""step:1 position yourself between two parallel bars with your hands gripping the bars and your arms fully extended."", ""step:2 bend your elbows and lower your body until your upper arms are parallel to the ground."", ""step:3 pause for a moment, then push through your palms to straighten your arms and return to the starting position."", ""step:4 repeat for the desired number of repetitions.""]",upper arms,weighted,triceps,"step:1 position yourself between two parallel bars with your hands gripping the bars and your arms fully extended. step:2 bend your elbows and lower your body until your upper arms are parallel to the ground. step:3 pause for a moment, then push through your palms to straighten your arms and return to the starting position. step:4 repeat for the desired number of repetitions.",4
K3dIO25,dumbbell lying one arm press v. 2,https://static.exercisedb.dev/media/K3dIO25.gif,"[""chest""]","[""dumbbell""]","[""pectorals""]","[""triceps"", ""shoulders""]","[""step:1 lie flat on a bench with your back supported and feet flat on the ground."", ""step:2 hold a dumbbell in one hand with your palm facing towards your feet."", ""step:3 extend your arm straight up towards the ceiling, keeping your elbow slightly bent."", ""step:4 slowly lower the dumbbell down towards your chest, keeping your elbow close to your body."", ""step:5 pause for a moment at the bottom, then push the dumbbell back up to the starting position."", ""step:6 repeat for the desired number of repetitions, then switch to the other arm.""]",chest,dumbbell,pectorals,"step:1 lie flat on a bench with your back supported and feet flat on the ground. step:2 hold a dumbbell in one hand with your palm facing towards your feet. step:3 extend your arm straight up towards the ceiling, keeping your elbow slightly bent. step:4 slowly lower the dumbbell down towards your chest, keeping your elbow close to your body. step:5 pause for a moment at the bottom, then push the dumbbell back up to the starting position. step:6 repeat for the desired number of repetitions, then switch to the other arm.",6
k5IpyHg,dumbbell one arm concentration curl (on stability ball),https://static.exercisedb.dev/media/k5IpyHg.gif,"[""upper arms""]","[""dumbbell""]","[""biceps""]","[""forearms""]","[""step:1 sit on a stability ball with your feet flat on the ground and your knees bent at a 90-degree angle."", ""step:2 hold a dumbbell in one hand with your palm facing up and your arm extended down towards the floor."", ""step:3 rest your elbow on the inside of your thigh, just above the knee."", ""step:4 keeping your upper arm stationary, exhale and curl the dumbbell up towards your shoulder while contracting your biceps."", ""step:5 pause for a moment at the top of the movement, then inhale and slowly lower the dumbbell back down to the starting position."", ""step:6 repeat for the desired number of repetitions, then switch arms and repeat.""]",upper arms,dumbbell,biceps,"step:1 sit on a stability ball with your feet flat on the ground and your knees bent at a 90-degree angle. step:2 hold a dumbbell in one hand with your palm facing up and your arm extended down towards the floor. step:3 rest your elbow on the inside of your thigh, just above the knee. step:4 keeping your upper arm stationary, exhale and curl the dumbbell up towards your shoulder while contracting your biceps. step:5 pause for a moment at the top of the movement, then inhale and slowly lower the dumbbell back down to the starting position. step:6 repeat for the desired number of repetitions, then switch arms and repeat.",6
K5xgdvI,reclining big toe pose with rope,https://static.exercisedb.dev/media/K5xgdvI.gif,"[""upper legs""]","[""rope""]","[""hamstrings""]","[""calves"", ""glutes""]","[""step:1 lie on your back with your legs extended and your arms by your sides."", ""step:2 loop the rope around the ball of your right foot and hold the ends of the rope with your hands."", ""step:3 slowly raise your right leg towards your chest, keeping your knee straight and your foot flexed."", ""step:4 hold the stretch for a few seconds, then slowly lower your leg back down to the starting position."", ""step:5 repeat with your left leg."", ""step:6 continue alternating legs for the desired number of repetitions.""]",upper legs,rope,hamstrings,"step:1 lie on your back with your legs extended and your arms by your sides. step:2 loop the rope around the ball of your right foot and hold the ends of the rope with your hands. step:3 slowly raise your right leg towards your chest, keeping your knee straight and your foot flexed. step:4 hold the stretch for a few seconds, then slowly lower your leg back down to the starting position. step:5 repeat with your left leg. step:6 continue alternating legs for the desired number of repetitions.",6
